ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,Method/SourceLine/0/_synthetic,SourceLine/0/_synthetic,Class/SourceLine/0/_start,Class/SourceLine/0/_end,Class/SourceLine/0/_synthetic,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In PropertiesUtil.java,com.cloud.utils.PropertiesUtil,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In class com.cloud.utils.PropertiesUtil,com.cloud.utils.PropertiesUtil,true,com.cloud.utils.PropertiesUtil,128,134,0,135,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,"In method com.cloud.utils.PropertiesUtil.loadFromJar(Properties, String)",com.cloud.utils.PropertiesUtil,loadFromJar,(Ljava/util/Properties;Ljava/lang/String;)V,true,true,At PropertiesUtil.java:[line 132],com.cloud.utils.PropertiesUtil,true,132,132,39,39,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,At PropertiesUtil.java:[line 132],com.cloud.utils.PropertiesUtil,132,132,36,36,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,72136d407d3f756843e6cb94c4d00594,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In PropertiesUtil.java,com.cloud.utils.PropertiesUtil,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In class com.cloud.utils.PropertiesUtil,com.cloud.utils.PropertiesUtil,true,com.cloud.utils.PropertiesUtil,44,96,0,657,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In method com.cloud.utils.PropertiesUtil.findConfigFile(String),com.cloud.utils.PropertiesUtil,findConfigFile,(Ljava/lang/String;)Ljava/io/File;,true,true,At PropertiesUtil.java:[line 48],com.cloud.utils.PropertiesUtil,true,48,48,36,36,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,At PropertiesUtil.java:[line 47],com.cloud.utils.PropertiesUtil,47,47,22,22,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3f153d28b7f1e8c86cb797e1ecfae84c,0,6,22,,,,At PropertiesUtil.java:[line 48],com.cloud.utils.PropertiesUtil,48,48,33,33,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In PropertiesUtil.java,com.cloud.utils.PropertiesUtil,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In class com.cloud.utils.PropertiesUtil,com.cloud.utils.PropertiesUtil,true,com.cloud.utils.PropertiesUtil,44,96,0,657,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In method com.cloud.utils.PropertiesUtil.findConfigFile(String),com.cloud.utils.PropertiesUtil,findConfigFile,(Ljava/lang/String;)Ljava/io/File;,true,true,At PropertiesUtil.java:[line 53],com.cloud.utils.PropertiesUtil,true,53,53,69,69,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,At PropertiesUtil.java:[line 52],com.cloud.utils.PropertiesUtil,52,52,55,55,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3f153d28b7f1e8c86cb797e1ecfae84c,1,6,22,,,,At PropertiesUtil.java:[line 53],com.cloud.utils.PropertiesUtil,53,53,66,66,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In PropertiesUtil.java,com.cloud.utils.PropertiesUtil,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In class com.cloud.utils.PropertiesUtil,com.cloud.utils.PropertiesUtil,true,com.cloud.utils.PropertiesUtil,44,96,0,657,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In method com.cloud.utils.PropertiesUtil.findConfigFile(String),com.cloud.utils.PropertiesUtil,findConfigFile,(Ljava/lang/String;)Ljava/io/File;,true,true,At PropertiesUtil.java:[line 56],com.cloud.utils.PropertiesUtil,true,56,56,78,78,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,At LogUtils.java:[line 32],com.cloud.utils.LogUtils,32,32,19,19,LogUtils.java,com/cloud/utils/LogUtils.java,java/com/cloud/utils/LogUtils.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3f153d28b7f1e8c86cb797e1ecfae84c,2,6,22,,,,At LogUtils.java:[line 38],com.cloud.utils.LogUtils,38,38,96,96,LogUtils.java,com/cloud/utils/LogUtils.java,java/com/cloud/utils/LogUtils.java,At PropertiesUtil.java:[line 142],com.cloud.utils.PropertiesUtil,142,142,40,40,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In PropertiesUtil.java,com.cloud.utils.PropertiesUtil,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In class com.cloud.utils.PropertiesUtil,com.cloud.utils.PropertiesUtil,true,com.cloud.utils.PropertiesUtil,44,96,0,657,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In method com.cloud.utils.PropertiesUtil.findConfigFile(String),com.cloud.utils.PropertiesUtil,findConfigFile,(Ljava/lang/String;)Ljava/io/File;,true,true,At PropertiesUtil.java:[line 64],com.cloud.utils.PropertiesUtil,true,64,64,162,162,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,At PropertiesUtil.java:[line 63],com.cloud.utils.PropertiesUtil,63,63,148,148,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3f153d28b7f1e8c86cb797e1ecfae84c,3,6,22,,,,At PropertiesUtil.java:[line 64],com.cloud.utils.PropertiesUtil,64,64,159,159,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In PropertiesUtil.java,com.cloud.utils.PropertiesUtil,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In class com.cloud.utils.PropertiesUtil,com.cloud.utils.PropertiesUtil,true,com.cloud.utils.PropertiesUtil,44,96,0,657,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In method com.cloud.utils.PropertiesUtil.findConfigFile(String),com.cloud.utils.PropertiesUtil,findConfigFile,(Ljava/lang/String;)Ljava/io/File;,true,true,At PropertiesUtil.java:[line 69],com.cloud.utils.PropertiesUtil,true,69,69,197,197,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,At PropertiesUtil.java:[line 68],com.cloud.utils.PropertiesUtil,68,68,183,183,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3f153d28b7f1e8c86cb797e1ecfae84c,4,6,22,,,,At PropertiesUtil.java:[line 69],com.cloud.utils.PropertiesUtil,69,69,194,194,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In PropertiesUtil.java,com.cloud.utils.PropertiesUtil,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In class com.cloud.utils.PropertiesUtil,com.cloud.utils.PropertiesUtil,true,com.cloud.utils.PropertiesUtil,44,96,0,657,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In method com.cloud.utils.PropertiesUtil.findConfigFile(String),com.cloud.utils.PropertiesUtil,findConfigFile,(Ljava/lang/String;)Ljava/io/File;,true,true,At PropertiesUtil.java:[line 73],com.cloud.utils.PropertiesUtil,true,73,73,249,249,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,At PropertiesUtil.java:[line 72],com.cloud.utils.PropertiesUtil,72,72,238,238,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3f153d28b7f1e8c86cb797e1ecfae84c,5,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In PropertiesUtil.java,com.cloud.utils.PropertiesUtil,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In class com.cloud.utils.PropertiesUtil,com.cloud.utils.PropertiesUtil,true,com.cloud.utils.PropertiesUtil,44,96,0,657,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,In method com.cloud.utils.PropertiesUtil.findConfigFile(String),com.cloud.utils.PropertiesUtil,findConfigFile,(Ljava/lang/String;)Ljava/io/File;,true,true,At PropertiesUtil.java:[line 91],com.cloud.utils.PropertiesUtil,true,91,91,340,340,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,At PropertiesUtil.java:[line 91],com.cloud.utils.PropertiesUtil,91,91,337,337,PropertiesUtil.java,com/cloud/utils/PropertiesUtil.java,java/com/cloud/utils/PropertiesUtil.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3f153d28b7f1e8c86cb797e1ecfae84c,6,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ReflectUtil.java,com.cloud.utils.ReflectUtil,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,In class com.cloud.utils.ReflectUtil,com.cloud.utils.ReflectUtil,true,com.cloud.utils.ReflectUtil,160,198,0,813,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,"In method com.cloud.utils.ReflectUtil.flattenProperties(Object, Class, ImmutableSet)",com.cloud.utils.ReflectUtil,flattenProperties,(Ljava/lang/Object;Ljava/lang/Class;Lcom/google/common/collect/ImmutableSet;)Ljava/util/List;,true,true,At ReflectUtil.java:[line 189],com.cloud.utils.ReflectUtil,true,189,189,207,207,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,At ReflectUtil.java:[line 189],com.cloud.utils.ReflectUtil,189,189,203,203,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9f2af52c94b503f81613d9d73d23a778,0,3,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ReflectUtil.java,com.cloud.utils.ReflectUtil,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,In class com.cloud.utils.ReflectUtil,com.cloud.utils.ReflectUtil,true,com.cloud.utils.ReflectUtil,160,198,0,813,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,"In method com.cloud.utils.ReflectUtil.flattenProperties(Object, Class, ImmutableSet)",com.cloud.utils.ReflectUtil,flattenProperties,(Ljava/lang/Object;Ljava/lang/Class;Lcom/google/common/collect/ImmutableSet;)Ljava/util/List;,true,true,At ReflectUtil.java:[line 191],com.cloud.utils.ReflectUtil,true,191,191,243,243,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,At ReflectUtil.java:[line 191],com.cloud.utils.ReflectUtil,191,191,239,239,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9f2af52c94b503f81613d9d73d23a778,1,3,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ReflectUtil.java,com.cloud.utils.ReflectUtil,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,In class com.cloud.utils.ReflectUtil,com.cloud.utils.ReflectUtil,true,com.cloud.utils.ReflectUtil,160,198,0,813,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,"In method com.cloud.utils.ReflectUtil.flattenProperties(Object, Class, ImmutableSet)",com.cloud.utils.ReflectUtil,flattenProperties,(Ljava/lang/Object;Ljava/lang/Class;Lcom/google/common/collect/ImmutableSet;)Ljava/util/List;,true,true,At ReflectUtil.java:[line 193],com.cloud.utils.ReflectUtil,true,193,193,279,279,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,At ReflectUtil.java:[line 193],com.cloud.utils.ReflectUtil,193,193,275,275,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9f2af52c94b503f81613d9d73d23a778,2,3,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ReflectUtil.java,com.cloud.utils.ReflectUtil,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,In class com.cloud.utils.ReflectUtil,com.cloud.utils.ReflectUtil,true,com.cloud.utils.ReflectUtil,160,198,0,813,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,"In method com.cloud.utils.ReflectUtil.flattenProperties(Object, Class, ImmutableSet)",com.cloud.utils.ReflectUtil,flattenProperties,(Ljava/lang/Object;Ljava/lang/Class;Lcom/google/common/collect/ImmutableSet;)Ljava/util/List;,true,true,At ReflectUtil.java:[line 195],com.cloud.utils.ReflectUtil,true,195,195,315,315,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,At ReflectUtil.java:[line 195],com.cloud.utils.ReflectUtil,195,195,311,311,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9f2af52c94b503f81613d9d73d23a778,3,3,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ReflectUtil.java,com.cloud.utils.ReflectUtil,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,In class com.cloud.utils.ReflectUtil,com.cloud.utils.ReflectUtil,true,com.cloud.utils.ReflectUtil,221,231,0,299,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,In method com.cloud.utils.ReflectUtil.getClassLoaderForName(String),com.cloud.utils.ReflectUtil,getClassLoaderForName,(Ljava/lang/String;)Ljava/lang/ClassLoader;,true,true,At ReflectUtil.java:[line 226],com.cloud.utils.ReflectUtil,true,226,226,93,93,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,At ReflectUtil.java:[line 226],com.cloud.utils.ReflectUtil,226,226,90,90,ReflectUtil.java,com/cloud/utils/ReflectUtil.java,java/com/cloud/utils/ReflectUtil.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3da31d2ef04096e770a7404884fb987,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SwiftUtil.java,com.cloud.utils.SwiftUtil,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,In class com.cloud.utils.SwiftUtil,com.cloud.utils.SwiftUtil,true,com.cloud.utils.SwiftUtil,205,226,0,458,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,"In method com.cloud.utils.SwiftUtil.generateTempUrl(SwiftUtil$SwiftClientCfg, String, String, String, int)",com.cloud.utils.SwiftUtil,generateTempUrl,(Lcom/cloud/utils/SwiftUtil$SwiftClientCfg;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;I)Ljava/net/URL;,true,true,At SwiftUtil.java:[line 225],com.cloud.utils.SwiftUtil,true,225,225,182,182,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,At SwiftUtil.java:[line 225],com.cloud.utils.SwiftUtil,225,225,179,179,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,351091b5bd6a7bc27fb2253e406a8ef3,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SwiftUtil.java,com.cloud.utils.SwiftUtil,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,In class com.cloud.utils.SwiftUtil,com.cloud.utils.SwiftUtil,true,com.cloud.utils.SwiftUtil,142,173,0,751,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,"In method com.cloud.utils.SwiftUtil.getObject(SwiftUtil$SwiftClientCfg, File, String)",com.cloud.utils.SwiftUtil,getObject,(Lcom/cloud/utils/SwiftUtil$SwiftClientCfg;Ljava/io/File;Ljava/lang/String;)Ljava/io/File;,true,true,At SwiftUtil.java:[line 160],com.cloud.utils.SwiftUtil,true,160,160,183,183,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,At SwiftUtil.java:[line 159],com.cloud.utils.SwiftUtil,159,159,173,173,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f98d9c1d5a70e887ccfc5d49d6f87379,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SwiftUtil.java,com.cloud.utils.SwiftUtil,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,In class com.cloud.utils.SwiftUtil,com.cloud.utils.SwiftUtil,true,com.cloud.utils.SwiftUtil,142,173,0,751,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,"In method com.cloud.utils.SwiftUtil.getObject(SwiftUtil$SwiftClientCfg, File, String)",com.cloud.utils.SwiftUtil,getObject,(Lcom/cloud/utils/SwiftUtil$SwiftClientCfg;Ljava/io/File;Ljava/lang/String;)Ljava/io/File;,true,true,At SwiftUtil.java:[line 168],com.cloud.utils.SwiftUtil,true,168,168,309,309,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,At SwiftUtil.java:[line 167],com.cloud.utils.SwiftUtil,167,167,299,299,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f98d9c1d5a70e887ccfc5d49d6f87379,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SwiftUtil.java,com.cloud.utils.SwiftUtil,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,In class com.cloud.utils.SwiftUtil,com.cloud.utils.SwiftUtil,true,com.cloud.utils.SwiftUtil,113,138,0,437,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,"In method com.cloud.utils.SwiftUtil.list(SwiftUtil$SwiftClientCfg, String, String)",com.cloud.utils.SwiftUtil,list,(Lcom/cloud/utils/SwiftUtil$SwiftClientCfg;Ljava/lang/String;Ljava/lang/String;)[Ljava/lang/String;,true,true,At SwiftUtil.java:[line 132],com.cloud.utils.SwiftUtil,true,132,132,175,175,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,At SwiftUtil.java:[line 132],com.cloud.utils.SwiftUtil,132,132,172,172,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a0338b50a486e5f96dfb25818db55d6e,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SwiftUtil.java,com.cloud.utils.SwiftUtil,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,In class com.cloud.utils.SwiftUtil,com.cloud.utils.SwiftUtil,true,com.cloud.utils.SwiftUtil,113,138,0,437,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,"In method com.cloud.utils.SwiftUtil.list(SwiftUtil$SwiftClientCfg, String, String)",com.cloud.utils.SwiftUtil,list,(Lcom/cloud/utils/SwiftUtil$SwiftClientCfg;Ljava/lang/String;Ljava/lang/String;)[Ljava/lang/String;,true,true,At SwiftUtil.java:[line 135],com.cloud.utils.SwiftUtil,true,135,135,208,208,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,At SwiftUtil.java:[line 135],com.cloud.utils.SwiftUtil,135,135,205,205,SwiftUtil.java,com/cloud/utils/SwiftUtil.java,java/com/cloud/utils/SwiftUtil.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a0338b50a486e5f96dfb25818db55d6e,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
